delta,theta,alpha,beta,gamma
0.00551367233022319,0.0030822573397986026,0.0022866000117172927,0.0015285184668177609,0.0011627533096362991
0.009846118641821878,0.0063129229746616295,0.0035354788070404495,0.001683809749115119,0.0011085942273804154
0.007049843270588798,0.0045973820579075925,0.003051245666155503,0.0016405852723094,0.001129109248326284
0.0055373365389194944,0.003453603694262509,0.0026586219098182463,0.0016165679992032375,0.0011329797534323476
0.005602935697787647,0.003133563563179134,0.0022414730862622832,0.0014636185650631984,0.0011424974813946393
0.008049003783148554,0.004796317470323831,0.0028655029250268093,0.0015899772927496316,0.0012047161747156749
0.00569476431513686,0.003251812610965148,0.002449691665458312,0.001470734055369086,0.001098459370577407
0.004704385155650624,0.0024717994970888,0.001968582568967945,0.001401411545915612,0.0010721600004829288
0.0072460127621925335,0.0046096686534337385,0.003177010804860454,0.0017410801213938623,0.00120040462874536
0.0050108294921288625,0.0025905792285957564,0.002001448473956923,0.001391525865796721,0.001079761743440409
0.007343390681111716,0.004522273401924056,0.0031564348049060663,0.001686160947194586,0.0011624994934626908
0.004214984797677665,0.0025056323912888106,0.0019426806453254858,0.0013345959825814841,0.0010835349670517802
0.007307788448906975,0.0038470506979191017,0.002507115190785191,0.0015666792583842468,0.0012418068240898418
0.010836288107844809,0.007049090551449072,0.004183888680611598,0.0020156397259181217,0.0013706380330735487
0.009362955690276637,0.005624801500946575,0.003493408478817978,0.0018370153039286902,0.0012512169759613312
0.005310974896050524,0.002776195434502988,0.0021429951106062767,0.0015870905861028399,0.0012817564231457485
