delta,theta,alpha,beta,gamma
0.004146135608912121,0.002485395122734115,0.0019548816799928046,0.0013166760940904253,0.0010039117068576624
0.004306375696714002,0.002401508785156613,0.001888862647967503,0.00133683343366442,0.001037456966978961
0.004116218138784095,0.0024018179072342956,0.001994463524247526,0.0013887514922077584,0.0011067540357384902
0.004548574677825576,0.0025233538917080185,0.0019803498415756856,0.0013971723412565895,0.0010722479509894102
0.003990548926214856,0.0023011829079303556,0.0019253273000109702,0.0013748138325610601,0.0010866550340753228
0.0046204120705387736,0.002541612124950681,0.0019959783609515462,0.001392349869313203,0.0010846099024637772
0.004514922232301029,0.0024579651942181415,0.00191145358058005,0.0013697396194853294,0.0010506116105922258
0.0040639246163381715,0.002329060708660041,0.0019340056672435728,0.0013823999053521787,0.0011060205229444357
0.004497342962967706,0.0025007872758402677,0.0019737458929604363,0.0013908003231262137,0.0010879813644742021
0.004535807386238927,0.0026276132903727545,0.0021061322358504964,0.0014098991206348578,0.0010960288510956978
0.0036771817126748864,0.0022553887918402627,0.0018696930015995284,0.0013439637571374809,0.0010537158819079698
0.003790063090722892,0.002422237449022117,0.002040468376232788,0.0014544565307635466,0.0011812773912528315
0.0038424326222684566,0.0025917868479309832,0.002140245782161775,0.001511555731323198,0.0011913440021060877
0.005032288780874829,0.0028824906858686277,0.0022000206608147046,0.001455635557907558,0.0011446942054444886
0.0043935460883925736,0.0026821726850244734,0.0022105785813281344,0.0016409078150752448,0.0013267550221237707
