delta,theta,alpha,beta,gamma
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.07323123694774392,0.006751656877216335,0.0019981189977461974,0.0004922495433444526,0.0001388724136670501
0.004053431068093245,0.0033041216127019713,0.0029177353414375734,0.0024986617035227298,0.0022033341314594028
0.004308624009332982,0.003667714288453236,0.0032773291026984537,0.0028743405690150425,0.002495624203464846
0.004401358753788842,0.0036503195981137052,0.003205006934794825,0.002760072386620108,0.002416734171848377
0.0041812145966133455,0.003365721539601586,0.0029376629477168917,0.002457741567824779,0.0022092192750905616
0.004576018533454539,0.003720104035179672,0.0032352095949462526,0.0027693011833186984,0.002426713163091114
0.004296451115982534,0.003458879490337144,0.0030307127694623095,0.0025944670024215617,0.002307218222641948
0.004217012299956566,0.0032726656115257976,0.0027832839608326965,0.0023015068391258196,0.002022647277909593
0.004493121208550956,0.0034710593464955673,0.003126865590798143,0.0025718630703074276,0.0023002460943370383
0.004057879036205772,0.0032534533193373178,0.0028334984422981146,0.002313495505060917,0.0020596186502854054
0.004203621881828608,0.0034287509131839446,0.003087039683193722,0.002588125133904353,0.0022780763393393274
0.004331727395702885,0.0034608629683140347,0.0030434743281463296,0.0025327787768783887,0.0021960810137877525
0.004199011646293415,0.0036535944031829987,0.0032691452289550092,0.002779125411202536,0.002391285802297729
0.0038539966490337223,0.003172066047919521,0.0027580673750091573,0.002302043569929354,0.002040835396383899
0.003953053071877197,0.0032458834946055746,0.0028415848337907078,0.0024082601136893684,0.0020978946029558427
0.004231839608846515,0.0033545149398307127,0.0030012902891293084,0.0024675439433190904,0.0021754701974313227
0.004001731345255241,0.0031523261363229347,0.002692273686883898,0.0022591412701235365,0.0019816383432630963
0.005137656085572432,0.004164677927993318,0.003769948914182811,0.003192737430255695,0.0028751061146665147
0.004477463365225067,0.0035226439646684907,0.003047217493519585,0.0025415920231196894,0.002184697311022073
0.00418505729453537,0.0032391725837377866,0.0028078938178623058,0.0022764880920688154,0.0020041746948163365
0.004204445656923467,0.0035006763441901363,0.002992016456231477,0.0025149579736573964,0.0022029980325103666
0.00440466045355707,0.0034166109112402252,0.0028804564251765593,0.002374063235522857,0.002059402676185255
0.004589887990082664,0.003588452287285257,0.0031189410157576873,0.0026049156536022554,0.002302584559050227
0.004762547657539002,0.003846208452466494,0.0033707562643044767,0.0028441544303316373,0.0025237067330285226
0.004750363959550778,0.0037110979978589955,0.0032477269256225676,0.0027122899154276062,0.002411234193241018
0.005073283648529501,0.004129526791144995,0.003697227022526756,0.003116626410482311,0.002747674581692982
0.004946392721693991,0.003982471902187883,0.0034410229998398014,0.002907375807187182,0.00257363197827955
0.004443458660081675,0.0036348674549884176,0.0031648415704734305,0.0026985562713360625,0.002349932851654572
0.004066492474427533,0.0031709358448921074,0.002770231621046213,0.0022987267963773053,0.0020210201728149543
0.004157835563902321,0.0032899602672974513,0.0028818163103834704,0.0023851685316480125,0.0021159689127374813
0.004191397243384725,0.003409359768683257,0.0029463240833217264,0.00248874523947066,0.0021927899550533464
0.004729551433895474,0.0036138620903694205,0.003206036847270329,0.0026677048208098952,0.0023562323671420336
0.004787784620885572,0.0038502137873025538,0.003306746060899066,0.002745039624141015,0.002380779463641461
0.004863389704745121,0.0036879729026715606,0.0032011277972910372,0.002652977833434267,0.0023335837279992735
0.004571968585801814,0.0036895138725555293,0.003283222492831783,0.0027319315542138063,0.0023581848878814595
0.00449185900632925,0.003536637099835232,0.0029977483709696267,0.0024757453731159146,0.0022115925662404626
0.0041832716245533376,0.0035676303167890082,0.0031359995371507358,0.0026648252969562413,0.0023186890904728077
0.004447804765188979,0.003515196325986412,0.003031302651038917,0.0025134415106006732,0.002203998697314179
0.004001587511093361,0.003153837843860406,0.002746667030394235,0.002287110487265241,0.0020051157002552496
0.004377614739711768,0.003590806029988995,0.0031483269257341104,0.002720528969820038,0.00233721636251098
0.004086129430152457,0.0033516672055982355,0.0029470891985019965,0.0025174462864289613,0.0022129996730903597
0.004257256640243153,0.003419914665561449,0.00303865912289736,0.0025684224167096363,0.002235020015503266
0.004487764299108661,0.0036233949869240883,0.0030906705420537415,0.002597238371817017,0.0022861056950779337
0.004190656143281062,0.0033670500519922667,0.002917969266593462,0.002407580742471558,0.002137585884653145
0.004328510605193001,0.0035683353564028818,0.003115897490387343,0.0026179521492792727,0.0023072989105255917
