delta,theta,alpha,beta,gamma
0.02119939817675023,0.008250389340725722,0.004850630698709209,0.002609782423202787,0.0017670933530274397
0.022924027602483677,0.008615791550208581,0.005152465640404394,0.002754503021956805,0.0018736403602868704
0.02580857300667511,0.01124963618480866,0.006218099186333424,0.0031216535047458747,0.002111717421826447
0.02742098970404108,0.009627149969556551,0.005731242922506809,0.0029501691902714348,0.001972654988240911
0.025137741394226126,0.00842003363749154,0.0048641173403718325,0.0028095314960452605,0.001866495925819202
0.018467928077127608,0.007538872013776004,0.00414208301663551,0.0023926284279172042,0.0017131066038049685
0.021252059351795534,0.008131643514465915,0.004891933582636111,0.002732423367064535,0.0018281170369090585
0.01821094445143002,0.007255032115261797,0.003991720338259528,0.002273898280113428,0.0015970143776055591
0.012714020782910071,0.005057219301135759,0.003516321508868858,0.00207172655671869,0.0016462116432163759
0.020035503155384826,0.006917885237650378,0.0044949769908914075,0.0025276103868436188,0.0018093256111453488
0.01620548578942057,0.0059075227672345755,0.003568542620657617,0.0021730565519445873,0.001542535261937916
0.01655874501825864,0.006301213926743247,0.004224082151806114,0.0024485862156928264,0.0016794106705661745
0.017824401264962642,0.006511277319938756,0.003928506265285584,0.002254128874385149,0.0015660395767639103
0.020777054891228847,0.008047733340815579,0.004352064065846836,0.0023381475327475774,0.0015987789189166363
0.020007417590572736,0.007330867467460181,0.00444561978279712,0.002410208131091843,0.0016221112341866298
0.018889459992949838,0.0066785133719158155,0.004098358297675185,0.0023612439171046043,0.001633540294363088
0.018279566977242652,0.007127708544551673,0.004547115596607172,0.002350296394480392,0.0016234479509903371
0.01918576808940729,0.006185491164634519,0.0038527788550999117,0.0022367304349378337,0.0015776791757591635
0.020735089529828908,0.007064262096838227,0.004424271775516482,0.0024590933714611876,0.0016877692339683091
0.0199831879982706,0.007936267578486223,0.00485186432448197,0.002529843835765739,0.0017276848790830149
0.022110419241857335,0.008818342266274893,0.00491603990844688,0.0025309387105371143,0.0016390007515889701
0.023228440197725853,0.008943932602309955,0.004926516653566878,0.0027424344450771377,0.0019058894703612558
0.018055628564381362,0.006585292827127561,0.0040730504387502895,0.0023119283810458273,0.001583759094076578
0.03801477125322733,0.01733016580097217,0.007780220094949205,0.003580142365142421,0.0021624284480496626
0.02424154267498165,0.008174873765820493,0.0048540427077068465,0.002693861546458696,0.0018272732310934546
0.021864859289465643,0.007796062214452963,0.004716138059887776,0.0025253993371008657,0.0016586882212846878
0.020111900888011146,0.007267477412383562,0.004392819824572537,0.002503496645261046,0.0016684446025951323
0.018529632391070545,0.006819731868519241,0.0042086875776469294,0.0024446418491038016,0.0016773168716641626
0.02301182330045522,0.008893089059675102,0.005240844362156486,0.003012561768984804,0.0019123807706140365
