delta,theta,alpha,beta,gamma
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.07313255871593255,0.006742559098860932,0.001995426555861226,0.0004915862428654322,0.00013868528472045405
0.01472928577565693,0.005315435272930488,0.0034654891610250618,0.002188303078420332,0.001502381304543293
0.009451346364046207,0.003609090382857176,0.0026330423655840274,0.001741604580655613,0.0013256351966254283
0.015569403302552059,0.005411100874762935,0.0034817914843563924,0.0021192197216797753,0.0014829204478093356
0.015507088687265767,0.0061327325399885,0.0038276833138811725,0.0020986142896881107,0.0014404241811061286
0.009676922382822277,0.003935794178548152,0.0027519467273696145,0.0018413417727574611,0.001377869694868356
0.009840580221669887,0.003871049738836578,0.0027168269318663613,0.0017691158579175973,0.0013325561061765137
0.016950630065257977,0.00798913230515649,0.0046367025189032384,0.002187428373819638,0.0014828500171933723
0.01700742631915166,0.005767768265379175,0.0037684145082748466,0.002325598618274942,0.0016334760655914418
0.013362835737616551,0.004734274197565248,0.0032656952441915297,0.0020569270720059004,0.0014654651107140185
0.017099399635105844,0.006793139418736499,0.0041660959541461005,0.0022385662926057213,0.0015842390480775073
0.011838163977244685,0.005546283487174511,0.003685626918439739,0.001994999640917232,0.001428268315994569
0.01154968012889869,0.004830102779550219,0.003386681736354041,0.0019953983856051925,0.0014034339699508065
0.013625705106467424,0.006566966453597251,0.004523153848725323,0.0023152149666348476,0.0015155749604107934
0.011441013737750956,0.005390499909821968,0.003721896029468382,0.002111797594762869,0.001474003270008263
0.012875354307597911,0.004870841714016378,0.003177292057052844,0.002053407388995492,0.0015025780519536429
0.011088679425019362,0.004498636831019823,0.003038895582758741,0.001807279416262711,0.0013680119823012715
0.012321214564332508,0.005750552525699587,0.0037699377672056477,0.0021502578409262254,0.001498053974329244
0.01520492144264406,0.006597688637373674,0.003738619563973439,0.00195803371387366,0.0014874943836215811
0.01725183206451994,0.006976398835869124,0.004329807513805722,0.0022769118361715794,0.0015895912452092461
0.014516677110508192,0.005507454308968002,0.003358760955191703,0.0020666428508023488,0.0014975555191087547
0.014415918174527061,0.007097195123268114,0.003957052683300575,0.0019556037399144043,0.0014325273981468717
0.014675207385653274,0.006376095514459289,0.0038427606973719594,0.002126987810706805,0.0015303145331935592
0.013707992481488306,0.004876429466259711,0.0031897487266975885,0.002009122749090944,0.001459246614596704
0.01771019525140539,0.006069535512674578,0.003913741490232138,0.0023006302645079157,0.0016042640677721711
0.01574882914545854,0.005851920822637971,0.0038732977288501924,0.002374753684506057,0.0015558047401496623
0.01203924657379956,0.004208734837829347,0.0028283786310570875,0.0018004436933674395,0.0013175496632643485
0.014123311632775155,0.004957101193478531,0.0030826240061445184,0.0019906833045897484,0.0014281547889043956
0.012443239922577612,0.004581413572216626,0.003147501552238221,0.001988438132045729,0.0014025724686485574
0.013236063105341771,0.005083464775131445,0.0032706009504062912,0.0019535679044789893,0.001391994950047139
0.010057850190489756,0.0036779627771824177,0.0025822838119304962,0.001767455792879889,0.0013291281685582459
0.014964363611793161,0.006011779082286758,0.0037841715296790222,0.0022006883690413926,0.0015495740923920085
0.011777003861304848,0.005018490468281063,0.0031038622222462745,0.0018805651532077777,0.0014128159630726381
0.019124205796744297,0.006739788077069718,0.0043634949857701485,0.0024995694568491055,0.0017044499156377469
0.009872523009291239,0.0037352217308872634,0.0027664382525052367,0.0018695367505784071,0.0013523665994413122
0.015711373834833106,0.0053618596018588545,0.003758588411636218,0.0021543704708283326,0.0015727847909492681
0.013094625513088555,0.004507793576261373,0.003038906053701615,0.00192316851961505,0.0013473177472484018
0.012746550272228374,0.0051558512262944774,0.003384256503871091,0.002005477104726209,0.0014659636850568264
0.014862656351651937,0.005303797251122684,0.0034951271046725386,0.002069731039009911,0.00138064491811184
0.02096247977387008,0.008804560231194816,0.005261584753829733,0.0025808033856140247,0.0015813171645561919
0.015998794289853187,0.005770502990745329,0.003652283760097286,0.002045261848501302,0.0013812361598657095
0.010907674347317688,0.004590839433770268,0.003223759189414559,0.001988519604060724,0.0014074690980657829
0.01190004819590277,0.004851855296001427,0.003233290543525379,0.0018954170439282765,0.0013896626469610126
0.012413059551295905,0.004911511585081564,0.003208305399061132,0.0019340369640696174,0.001385515136737488
0.012051579487496009,0.004678374604044249,0.0031572807787047597,0.0019286012970606465,0.001395081418812934
